,_id,add_date,beat_date,complete_date,dlc,game_hours,game_minutes,game_notes,game_status,game_system,game_title,genre,now_playing,playtime_calc,start_date,sub_title
424,6007bab2a5cefca6c9947f4a,2013-11-28 16:00:00,2013-12-08 16:00:00,,N,,,,Beaten,Steam,Dark Souls: Prepare to Die Edition,Action RPG,N,,2013-11-28 16:00:00,
425,6007bab2a5cefca6c9947f49,2013-11-24 16:00:00,2013-11-24 16:00:00,,N,,,,Beaten,Steam,Pinball FX2,Pinball,N,,2013-11-24 16:00:00,Star Wars Pack
426,6007bab2a5cefca6c9947f4d,2013-12-03 16:00:00,,,N,,,,Infinite,BNet,Hearthstone: Heroes of Warcraft,TCG,N,,,
427,6007bab2a5cefca6c9947f4c,2013-12-02 16:00:00,2014-04-15 16:00:00,,N,,,,Beaten,Steam,Dust: An Elysian Tail,Action RPG,N,,2014-04-12 16:00:00,
428,6007bab2a5cefca6c9947f4b,2013-11-29 16:00:00,2014-06-17 16:00:00,,N,33.0,34.0,Finished the game on Classic Hard.,Beaten,3DS,Fire Emblem: Awakening,Turn-based tactics,N,Actual,2014-06-17 16:00:00,
429,6007bab2a5cefca6c9947f4e,2013-12-07 16:00:00,2014-01-31 16:00:00,2017-11-05 16:00:00,N,,,,Completed,Steam,Borderlands: Game of the Year Edition,FPS,N,,2013-12-26 16:00:00,
430,6007bab2a5cefca6c9947f54,2014-01-31 16:00:00,2014-03-12 16:00:00,2017-12-03 16:00:00,N,,,,Completed,Steam,DiRT Showdown,Racing,N,,2014-03-12 16:00:00,
431,6007bab2a5cefca6c9947f55,2014-01-31 16:00:00,2014-02-18 16:00:00,,N,22.0,38.0,It took 22 hours to end the world. XD,Beaten,360,Lightning Returns: Final Fantasy XIII,JRPG,N,Actual,2014-02-13 16:00:00,
432,6007bab2a5cefca6c9947f4f,2013-12-17 16:00:00,2014-03-29 16:00:00,2014-09-07 16:00:00,N,82.0,15.0,Everything.,Completed,3DS,Bravely Default,JRPG,N,Actual,2014-02-12 16:00:00,
433,6007bab2a5cefca6c9947f52,2014-01-02 16:00:00,2014-01-30 16:00:00,,N,,,,Beaten,Steam,TrackMania 2: Stadium,Racing,N,,2014-01-30 16:00:00,
434,6007bab2a5cefca6c9947f50,2013-12-25 16:00:00,2013-12-28 16:00:00,,N,7.0,54.0,Traded in.,Beaten,3DS,Mario Party: Island Tour,Party,N,Actual,2013-12-25 16:00:00,
435,6007bab2a5cefca6c9947f51,2014-01-01 16:00:00,2014-04-11 16:00:00,,N,,,,Beaten,Steam,Valdis Story: Abyssal City,Metroidvania,N,,2014-03-12 16:00:00,
436,6007bab2a5cefca6c9947f53,2014-01-31 16:00:00,2014-03-08 16:00:00,,N,,,,Beaten,Steam,DiRT 3,Racing,N,,2014-03-08 16:00:00,
437,6007bab2a5cefca6c9947f57,2014-02-16 16:00:00,2014-02-16 16:00:00,2014-06-01 16:00:00,N,,,,Completed,PS4,RESOGUN,Shoot 'em up,N,,2014-02-16 16:00:00,
438,6007bab2a5cefca6c9947f58,2014-04-18 16:00:00,2014-04-18 16:00:00,,N,,,,Beaten,PS4,Trials Fusion,Racing,N,,2014-04-18 16:00:00,
439,6007bab2a5cefca6c9947f56,2014-02-05 16:00:00,2014-02-05 16:00:00,2014-03-07 16:00:00,N,,,,Completed,PS2,DDRMAX2: Dance Dance Revolution,Rhythm,N,,2014-02-05 16:00:00,
440,6007bab2a5cefca6c9947f5c,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Operation Flashpoint: Red River,FPS,N,,,
441,6007bab2a5cefca6c9947f5b,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Operation Flashpoint: Dragon Rising,FPS,N,,,
442,6007bab2a5cefca6c9947f59,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Grand Theft Auto 2,Action-adventure,N,,,
443,6007bab2a5cefca6c9947f5a,2014-04-22 16:00:00,2019-11-09 16:00:00,2019-11-10 16:00:00,N,,,,Completed,Steam,Wreckfest,Racing,N,,2014-11-13 16:00:00,
444,6007bab2a5cefca6c9947f5d,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Overlord,Action RPG,N,,,
445,6007bab2a5cefca6c9947f5f,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Stonehearth,Simulation,N,,,
446,6007bab2a5cefca6c9947f5e,2014-04-22 16:00:00,,,N,,,,Infinite,Steam,Overlord II,Action RPG,N,,,
