test,SeasonTeamID,AdjD,AdjEM,AdjO,AdjT,Conf,Conference,GlobalTeamID,Key,L,Luck,NCAdjEM,Name,OppAdjEM,OppD,OppO,Rk,School,Season,ShortDisplayName,Stadium,TeamLogoUrl,W
368,600000142020,102.1,-7.11,95.0,68.6,AE,America East,60000014,NHAMP,15,0.011,-3.57,Wildcats,-5.88,105.0,99.1,248,New Hampshire,2020,UNH,"{'StadiumID': 231, 'Active': True, 'Name': 'Lundholm Gymnasium', 'Address': None, 'City': 'Durham', 'State': 'NH', 'Zip': None, 'Country': None, 'Capacity': 3000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/14.png,15
369,600000062020,92.3,20.39,112.7,65.7,Amer,American Athletic,60000006,HOU,8,-0.052,2.56,Cougars,6.33,97.9,104.2,14,Houston,2020,UH,"{'StadiumID': 343, 'Active': True, 'Name': 'Fertitta Center', 'Address': None, 'City': 'Houston', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 7100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/6.png,23
370,600000072020,89.1,11.53,100.6,72.6,Amer,American Athletic,60000007,MPHS,10,0.025,-2.18,Tigers,4.81,99.7,104.5,59,Memphis,2020,MEM,"{'StadiumID': 47, 'Active': True, 'Name': 'FedExForum', 'Address': None, 'City': 'Memphis', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 18400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/7.png,21
371,600000092020,104.0,-4.42,99.6,70.6,Amer,American Athletic,60000009,ECAR,20,-0.01,-9.14,Pirates,1.25,100.3,101.5,217,East Carolina,2020,ECU,"{'StadiumID': 46, 'Active': True, 'Name': 'Minges Coliseum', 'Address': None, 'City': 'Greenville', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 8000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/9.png,11
372,600000132020,103.9,-9.55,94.3,68.5,AE,America East,60000013,ALBNY,18,0.011,-4.51,Great Danes,-5.6,104.7,99.1,282,Albany,2020,ALBANY,"{'StadiumID': 215, 'Active': True, 'Name': 'SEFCU Arena', 'Address': None, 'City': 'Albany', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 4538}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/13.png,14
373,600000202020,116.9,-17.22,99.7,68.6,AE,America East,60000020,BING,19,0.073,-1.86,Bearcats,-4.46,104.1,99.6,333,Binghamton,2020,BING,"{'StadiumID': 52, 'Active': True, 'Name': 'Events Center (Binghamton)', 'Address': None, 'City': 'Binghamton', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 5142}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,10
374,600000082020,98.6,4.88,103.5,67.8,Amer,American Athletic,60000008,UCF,14,0.002,-3.56,Knights,3.18,100.1,103.3,117,UCF,2020,UCF,"{'StadiumID': 20, 'Active': True, 'Name': 'Addition Financial Arena', 'Address': None, 'City': 'Orlando', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 10000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/8.png,16
375,600000032020,95.6,12.97,108.6,68.5,Amer,Big East,60000003,UCONN,12,-0.077,-1.69,Huskies,4.52,98.6,103.1,52,Connecticut,2020,UCONN,"{'StadiumID': 290, 'Active': True, 'Name': 'Gampel Pavilion', 'Address': None, 'City': 'Storrs', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 10167}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/3.png,19
376,600000222020,85.1,14.22,99.3,59.4,ACC,Atlantic Coast,60000022,VIR,7,0.109,-3.7,Cavaliers,6.93,98.7,105.6,42,Virginia,2020,VIR,"{'StadiumID': 4, 'Active': True, 'Name': 'John Paul Jones Arena', 'Address': None, 'City': 'Charlottesville', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 14593}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/22.png,23
377,600000182020,101.1,-6.72,94.4,68.2,AE,America East,60000018,HARTFD,15,0.048,-5.11,Hawks,-6.45,105.7,99.2,243,Hartford,2020,HARTFD,"{'StadiumID': 27, 'Active': True, 'Name': 'Chase Arena', 'Address': None, 'City': 'West Hartford', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 3507}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,18
378,600000212020,98.4,9.36,107.7,70.4,ACC,Atlantic Coast,60000021,NCAR,19,-0.05,7.39,Tar Heels,10.39,97.5,107.9,84,North Carolina,2020,UNC,"{'StadiumID': 185, 'Active': True, 'Name': 'Dean E. Smith Center', 'Address': None, 'City': 'Chapel Hill', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 21750}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/21.png,14
379,600000252020,98.6,12.09,110.7,68.1,ACC,Atlantic Coast,60000025,ND,12,-0.021,-8.69,Fighting Irish,5.02,99.9,104.9,57,Notre Dame,2020,ND,"{'StadiumID': 32, 'Active': True, 'Name': 'Purcell Pavilion', 'Address': None, 'City': 'South Bend', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 9149}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/25.png,20
380,600000232020,101.3,6.39,107.7,68.3,ACC,Atlantic Coast,60000023,MIA,16,0.034,1.07,Hurricanes,9.57,96.8,106.3,104,Miami (FL),2020,MIA,"{'StadiumID': 115, 'Active': True, 'Name': 'Watsco Center', 'Address': None, 'City': 'Coral Gables', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 7972}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/23.png,15
381,600000242020,93.1,21.36,114.5,67.1,ACC,Atlantic Coast,60000024,LOU,7,-0.003,-1.09,Cardinals,7.1,98.2,105.3,9,Louisville,2020,LOU,"{'StadiumID': 97, 'Active': True, 'Name': 'KFC Yum! Center', 'Address': None, 'City': 'Louisville', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 22090}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/24.png,24
382,600000262020,91.1,24.62,115.7,72.0,ACC,Atlantic Coast,60000026,DUKE,6,-0.009,2.6,Blue Devils,7.28,98.7,106.0,5,Duke,2020,DUKE,"{'StadiumID': 211, 'Active': True, 'Name': 'Cameron Indoor Stadium', 'Address': None, 'City': 'Durham', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 9314}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/26.png,25
383,600000282020,98.3,5.65,104.0,65.5,ACC,Atlantic Coast,60000028,PITT,17,0.001,-4.01,Panthers,7.32,98.1,105.4,111,Pittsburgh,2020,PITT,"{'StadiumID': 31, 'Active': True, 'Name': 'Petersen Events Center', 'Address': None, 'City': 'Pittsburgh', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 12508}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/28.png,16
384,600000272020,93.5,10.42,103.9,66.0,ACC,Atlantic Coast,60000027,CLMSN,15,-0.043,-1.7,Tigers,8.15,98.1,106.3,72,Clemson,2020,CLEM,"{'StadiumID': 13, 'Active': True, 'Name': 'Littlejohn Coliseum', 'Address': None, 'City': 'Clemson', 'State': 'SC', 'Zip': None, 'Country': None, 'Capacity': 9000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/27.png,16
385,600000292020,91.5,20.22,111.7,69.9,ACC,Atlantic Coast,60000029,FLST,5,0.065,1.22,Seminoles,7.96,98.4,106.3,15,Florida State,2020,FSU,"{'StadiumID': 11, 'Active': True, 'Name': 'Donald L. Tucker Center', 'Address': None, 'City': 'Tallahassee', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 11500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/29.png,26
386,600000302020,99.6,13.28,112.8,68.3,ACC,Atlantic Coast,60000030,SYRA,14,-0.06,-1.28,Orange,6.7,98.9,105.6,51,Syracuse,2020,SYRA,"{'StadiumID': 10, 'Active': True, 'Name': 'Carrier Dome', 'Address': None, 'City': 'Syracuse', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 34616}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/30.png,18
387,600000312020,98.0,6.33,104.3,65.5,ACC,Atlantic Coast,60000031,VTECH,16,-0.04,-9.83,Hokies,6.34,99.0,105.3,105,Virginia Tech,2020,VTECH,"{'StadiumID': 107, 'Active': True, 'Name': 'Cassell Coliseum', 'Address': None, 'City': 'Blacksburg', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 9275}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/31.png,16
388,600000342020,102.0,6.7,108.7,70.1,ACC,Atlantic Coast,60000034,WAKE,18,-0.034,0.91,Demon Deacons,8.52,97.4,106.0,103,Wake Forest,2020,WAKE,"{'StadiumID': 152, 'Active': True, 'Name': 'Lawrence Joel Coliseum', 'Address': None, 'City': 'Winston-Salem', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 14665}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/34.png,13
389,600000322020,91.8,11.26,103.1,70.0,ACC,Atlantic Coast,60000032,GTECH,14,-0.006,4.04,Yellow Jackets,9.42,97.6,107.0,64,Georgia Tech,2020,GTECH,"{'StadiumID': 129, 'Active': True, 'Name': 'McCamish Pavilion', 'Address': None, 'City': 'Atlanta', 'State': 'GA', 'Zip': None, 'Country': None, 'Capacity': 8600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/32.png,17
390,600000332020,97.3,13.39,110.7,69.5,ACC,Atlantic Coast,60000033,NCST,12,-0.02,-2.93,Wolfpack,7.04,98.3,105.4,50,North Carolina State,2020,NCSU,"{'StadiumID': 145, 'Active': True, 'Name': 'PNC Arena', 'Address': None, 'City': 'Raleigh', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 22900}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/33.png,20
391,600000352020,100.3,-0.68,99.6,69.3,ACC,Atlantic Coast,60000035,BOSCOL,19,0.065,-1.74,Eagles,8.02,97.9,106.0,179,Boston College,2020,BC,"{'StadiumID': 30, 'Active': True, 'Name': 'Silvio Conte Forum', 'Address': None, 'City': 'Chestnut Hill', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 8606}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/35.png,13
392,600000372020,102.5,-6.52,96.0,66.6,ASun,Atlantic Sun,60000037,JAX,18,-0.072,-2.41,Dolphins,-5.52,105.2,99.7,240,Jacksonville,2020,JAX,"{'StadiumID': 35, 'Active': True, 'Name': 'Swisher Gymnasium', 'Address': None, 'City': 'Jacksonville', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 1360}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,14
393,600000362020,111.6,0.37,112.0,69.4,ASun,Atlantic Sun,60000036,NFL,12,0.034,6.98,Ospreys,-4.23,104.1,99.8,166,North Florida,2020,NFL,"{'StadiumID': 317, 'Active': True, 'Name': 'UNF Arena', 'Address': None, 'City': 'Jacksonville', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 1351}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,21
394,600000382020,103.3,-12.02,91.2,66.1,ASun,Atlantic Sun,60000038,FLGC,22,-0.032,1.03,Eagles,-3.89,104.1,100.2,310,FGCU,2020,FLGC,"{'StadiumID': 307, 'Active': True, 'Name': 'Alico Arena', 'Address': None, 'City': 'Fort Myers', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 4633}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,10
395,600000392020,105.8,-11.07,94.7,66.9,ASun,America East,60000039,NJIT,21,-0.079,0.65,Highlanders,-4.0,104.5,100.5,296,NJIT,2020,NJIT,"{'StadiumID': 28, 'Active': True, 'Name': 'NJIT Wellness and Events Center', 'Address': None, 'City': 'Newark', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,9
396,600000402020,108.0,-6.86,101.2,68.7,ASun,Atlantic Sun,60000040,LIPSC,16,0.053,2.56,Bisons,-3.92,103.8,99.9,247,Lipscomb,2020,LIPSC,"{'StadiumID': 156, 'Active': True, 'Name': 'Allen Arena', 'Address': None, 'City': 'Nashville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 5028}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,16
397,600000412020,108.3,-10.22,98.1,63.2,ASun,Atlantic Sun,60000041,STETSN,17,0.083,-2.55,Hatters,-5.43,104.8,99.4,288,Stetson,2020,STETSN,"{'StadiumID': 264, 'Active': True, 'Name': 'Edmunds Center', 'Address': None, 'City': 'Deland', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 4000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,16
398,600000422020,112.2,-28.71,83.5,68.2,ASun,Atlantic Sun,60000042,KENEST,28,-0.042,4.1,Owls,-1.74,103.7,102.0,352,Kennesaw State,2020,KENEST,"{'StadiumID': 275, 'Active': True, 'Name': 'KSU Convocation Center', 'Address': None, 'City': 'Kennesaw', 'State': 'GA', 'Zip': None, 'Country': None, 'Capacity': 3866}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/42.png,1
399,600000432020,110.8,-15.34,95.5,69.2,BSth,Big South,60000043,SCUP,20,0.036,1.57,Spartans,-6.31,106.7,100.4,325,USC Upstate,2020,USCU,"{'StadiumID': 303, 'Active': True, 'Name': 'Hodge Center', 'Address': None, 'City': 'Spartanburg', 'State': 'SC', 'Zip': None, 'Country': None, 'Capacity': 837}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,13
400,600000442020,94.1,24.93,119.1,67.6,A10,Atlantic 10,60000044,DAY,2,0.002,-0.74,Flyers,2.74,101.3,104.1,4,Dayton,2020,DAYTON,"{'StadiumID': 87, 'Active': True, 'Name': 'University of Dayton Arena', 'Address': None, 'City': 'Dayton', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 13407}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,29
401,600000472020,102.2,4.37,106.6,65.7,A10,Atlantic 10,60000047,STBON,12,0.052,-0.71,Bonnies,1.24,101.3,102.6,123,St. Bonaventure,2020,STBON,"{'StadiumID': 88, 'Active': True, 'Name': 'Reilly Center', 'Address': None, 'City': 'Saint Bonaventure', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 5480}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,19
402,600000452020,94.4,10.29,104.7,69.0,A10,Atlantic 10,60000045,VCU,13,-0.064,-1.01,Rams,3.55,100.6,104.2,73,VCU,2020,VCU,"{'StadiumID': 26, 'Active': True, 'Name': 'Stuart C. Siegel Center', 'Address': None, 'City': 'Richmond', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 7637}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,18
403,600000482020,105.8,-6.54,99.2,66.6,A10,Atlantic 10,60000048,GEOWS,20,0.02,-6.19,Colonials,0.31,101.5,101.8,241,George Washington,2020,GEOWS,"{'StadiumID': 24, 'Active': True, 'Name': 'Charles E. Smith Center', 'Address': None, 'City': 'Washington', 'State': 'DC', 'Zip': None, 'Country': None, 'Capacity': 4338}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,12
404,600000462020,110.2,-8.34,101.9,71.2,A10,Atlantic 10,60000046,STJOE,26,0.009,4.7,Hawks,5.48,99.5,105.0,260,Saint Joseph's,2020,STJOE,"{'StadiumID': 128, 'Active': True, 'Name': 'Hagan Arena', 'Address': None, 'City': 'Philadelphia', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 4200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,6
405,600000492020,101.9,10.62,112.5,64.8,A10,Atlantic 10,60000049,DAVID,14,-0.094,2.91,Wildcats,3.66,99.5,103.1,70,Davidson,2020,DAVID,"{'StadiumID': 22, 'Active': True, 'Name': 'John M. Belk Arena', 'Address': None, 'City': 'Davidson', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 4300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,16
406,600000502020,94.2,11.06,105.2,71.2,A10,Atlantic 10,60000050,RI,9,0.068,4.07,Rams,4.64,100.4,105.0,65,Rhode Island,2020,URI,"{'StadiumID': 25, 'Active': True, 'Name': 'Ryan Center', 'Address': None, 'City': 'Kingston', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 8000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/50.png,21
407,600000512020,99.0,7.58,106.6,67.8,A10,Atlantic 10,60000051,DUQ,9,0.049,-5.04,Dukes,0.52,102.3,102.8,95,Duquesne,2020,DUQ,"{'StadiumID': 159, 'Active': True, 'Name': 'A.J. Palumbo Center', 'Address': None, 'City': 'Pittsburgh', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 4390}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/51.png,21
408,600000532020,95.9,-6.79,89.1,64.8,A10,Atlantic 10,60000053,FORDM,22,-0.1,-13.52,Rams,-2.59,103.8,101.2,245,Fordham,2020,FORDHAM,"{'StadiumID': 279, 'Active': True, 'Name': 'Rose Hill Gymnasium', 'Address': None, 'City': 'Bronx', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 3200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/53.png,9
409,600000522020,95.3,13.87,109.2,69.3,A10,Atlantic 10,60000052,RICH,7,0.044,-0.95,Spiders,1.86,102.4,104.2,46,Richmond,2020,RICH,"{'StadiumID': 116, 'Active': True, 'Name': 'Robins Center', 'Address': None, 'City': 'Richmond', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 7201}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/52.png,24
410,600000562020,101.3,-0.04,101.3,67.0,A10,Atlantic 10,60000056,GMSN,15,0.056,-6.46,Patriots,0.32,102.0,102.4,174,George Mason,2020,GMSN,"{'StadiumID': 121, 'Active': True, 'Name': 'EagleBank Arena', 'Address': None, 'City': 'Fairfax', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 7860}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,17
411,600000552020,102.5,0.43,102.9,68.6,A10,Atlantic 10,60000055,UMASS,17,0.012,1.15,Minutemen,4.2,99.4,103.6,165,Massachusetts,2020,UMASS,"{'StadiumID': 296, 'Active': True, 'Name': 'William D. Mullins Memorial Center', 'Address': None, 'City': 'Amherst', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 9493}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/55.png,14
412,600000542020,94.4,11.41,105.8,67.6,A10,Atlantic 10,60000054,STLOU,8,0.026,-1.72,Billikens,1.83,101.2,103.1,62,Saint Louis,2020,SLU,"{'StadiumID': 50, 'Active': True, 'Name': 'Chaifetz Arena', 'Address': None, 'City': 'St. Louis', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 10600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,23
413,600000672020,95.2,10.92,106.1,72.9,BE,Big East,60000067,STJOHN,15,-0.037,-5.52,Red Storm,8.27,98.0,106.3,66,St. John's,2020,STJOHN,"{'StadiumID': 19, 'Active': True, 'Name': 'Carnesecca Arena', 'Address': None, 'City': 'Queens', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 5602}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,17
414,600000652020,96.9,17.19,114.0,70.7,BE,Big East,60000065,MARQ,12,-0.046,2.13,Golden Eagles,10.78,96.9,107.6,31,Marquette,2020,MARQ,"{'StadiumID': 74, 'Active': True, 'Name': 'Fiserv Forum', 'Address': None, 'City': 'Milwaukee', 'State': 'WI', 'Zip': None, 'Country': None, 'Capacity': 17341}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,18
415,600000622020,100.2,10.82,111.0,70.0,BE,Big East,60000062,GEORGE,17,-0.049,1.5,Hoyas,10.86,97.2,108.1,67,Georgetown,2020,GEORGE,"{'StadiumID': 488, 'Active': True, 'Name': 'McDonough Arena', 'Address': None, 'City': 'Washington', 'State': 'DC', 'Zip': None, 'Country': None, 'Capacity': 2400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,15
416,600000602020,92.7,19.54,112.3,69.8,BE,Big East,60000060,SETON,9,0.006,4.86,Pirates,11.48,96.9,108.4,20,Seton Hall,2020,SETON,"{'StadiumID': 326, 'Active': True, 'Name': 'Prudential Center', 'Address': None, 'City': 'Newark', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 18711}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,21
417,600000592020,92.2,13.9,106.1,68.1,BE,Big East,60000059,XAV,13,-0.013,1.74,Musketeers,9.93,98.4,108.3,45,Xavier,2020,XAV,"{'StadiumID': 66, 'Active': True, 'Name': 'Cintas Center', 'Address': None, 'City': 'Cincinnati', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 10224}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,19
418,600000582020,94.0,19.98,113.9,66.2,BE,Big East,60000058,VILL,7,0.082,4.22,Wildcats,10.88,97.3,108.2,18,Villanova,2020,VILL,"{'StadiumID': 7, 'Active': True, 'Name': 'Finneran Pavilion', 'Address': None, 'City': 'Villanova', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/58.png,24
419,600000572020,100.4,-0.81,99.6,69.1,A10,Atlantic 10,60000057,LASAL,15,0.057,-3.54,Explorers,1.36,101.5,102.8,181,La Salle,2020,LASALLE,"{'StadiumID': 154, 'Active': True, 'Name': 'Tom Gola Arena', 'Address': None, 'City': 'Philadelphia', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 3400}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,15
420,600000702020,101.1,4.32,105.4,73.1,BSky,Big Sky,60000070,EWASH,8,0.121,3.14,Eagles,-1.53,103.5,102.0,124,Eastern Washington,2020,EWU,"{'StadiumID': 392, 'Active': True, 'Name': 'Reese Court', 'Address': None, 'City': 'Cheney', 'State': 'WA', 'Zip': None, 'Country': None, 'Capacity': 6000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/70.png,23
421,600000712020,107.7,-5.49,102.2,68.9,Sum,Summit,60000071,NDAK,18,0.038,6.91,Fighting Hawks,0.35,103.8,104.2,231,North Dakota,2020,UND,"{'StadiumID': 336, 'Active': True, 'Name': 'Betty Engelstad Sioux Center', 'Address': None, 'City': 'Grand Forks', 'State': 'ND', 'Zip': None, 'Country': None, 'Capacity': 3300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/71.png,15
422,600000692020,107.9,-9.09,98.8,67.6,BSky,Big Sky,60000069,WEBST,20,0.015,5.18,Wildcats,0.04,102.2,102.3,273,Weber State,2020,WEBST,"{'StadiumID': 344, 'Active': True, 'Name': 'Dee Events Center', 'Address': None, 'City': 'Ogden', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 11500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/69.png,12
423,600000682020,100.1,3.08,103.2,68.2,BSky,Big Sky,60000068,MONT,13,0.019,5.25,Grizzlies,-1.01,103.1,102.1,137,Montana,2020,MONT,"{'StadiumID': 136, 'Active': True, 'Name': 'Dahlberg Arena', 'Address': None, 'City': 'Missoula', 'State': 'MT', 'Zip': None, 'Country': None, 'Capacity': 7322}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/68.png,18
424,600000732020,107.1,-14.29,92.8,68.9,BSky,Big Sky,60000073,IDAHO,24,-0.023,-1.61,Vandals,-1.35,103.6,102.2,323,Idaho,2020,IDAHO,"{'StadiumID': 380, 'Active': True, 'Name': 'Cowan Spectrum', 'Address': None, 'City': 'Moscow', 'State': 'ID', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/73.png,8
425,600000662020,95.5,7.9,103.4,70.6,BE,Big East,60000066,DEPAUL,16,0.022,-2.38,Blue Demons,10.11,98.0,108.1,94,DePaul,2020,DEPAUL,"{'StadiumID': 93, 'Active': True, 'Name': 'Wintrust Arena', 'Address': None, 'City': 'Chicago', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 10387}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,16
426,600000612020,97.3,20.93,118.2,68.3,BE,Big East,60000061,CREIGH,7,0.072,2.69,Bluejays,10.72,97.2,107.9,12,Creighton,2020,CREIGH,"{'StadiumID': 65, 'Active': True, 'Name': 'CHI Health Center Omaha', 'Address': None, 'City': 'Omaha', 'State': 'NE', 'Zip': None, 'Country': None, 'Capacity': 17352}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,24
427,600000632020,92.8,15.0,107.8,68.4,BE,Big East,60000063,PROV,12,-0.008,-1.12,Friars,8.85,97.8,106.7,40,Providence,2020,PROV,"{'StadiumID': 481, 'Active': True, 'Name': 'Alumni Hall (RI)', 'Address': None, 'City': 'Providence', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 2620}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,19
428,600000722020,111.1,-10.37,100.8,67.4,BSky,Big Sky,60000072,IDHST,22,0.008,4.22,Bengals,-0.26,102.7,102.4,291,Idaho State,2020,IDST,"{'StadiumID': 226, 'Active': True, 'Name': 'Reed Gym', 'Address': None, 'City': 'Pocatello', 'State': 'ID', 'Zip': None, 'Country': None, 'Capacity': 3040}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/72.png,8
429,600000752020,100.1,10.12,110.2,65.0,BSky,Big Sky,60000075,NCOL,9,-0.035,1.74,Bears,-2.29,103.4,101.1,75,Northern Colorado,2020,UNCO,"{'StadiumID': 207, 'Active': True, 'Name': 'Bank of Colorado Arena', 'Address': None, 'City': 'Greeley', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 2734}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/75.png,22
