test,SeasonTeamID,AdjD,AdjEM,AdjO,AdjT,Conf,Conference,GlobalTeamID,Key,L,Luck,NCAdjEM,Name,OppAdjEM,OppD,OppO,Rk,School,Season,ShortDisplayName,Stadium,TeamLogoUrl,W
212,600002092021,85.9,25.18,111.1,64.2,MVC,Missouri Valley,60000209,LOYCH,0,-0.02,4.7,Ramblers,4.11,100.2,104.3,9,Loyola Chicago,2021,LOYCH,"{'StadiumID': 71, 'Active': True, 'Name': 'Joseph J. Gentile Center', 'Address': None, 'City': 'Chicago', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 4963}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
213,600002162021,98.8,10.88,109.7,70.1,MWC,Mountain West,60000216,NEVADA,0,-0.012,6.34,Wolf Pack,6.18,98.2,104.4,87,Nevada,2021,NEVADA,"{'StadiumID': 5, 'Active': True, 'Name': 'Lawlor Events Center', 'Address': None, 'City': 'Reno', 'State': 'NV', 'Zip': None, 'Country': None, 'Capacity': 11536}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/216.png,0
214,600002322021,110.5,-16.91,93.6,70.6,NEC,Northeast,60000232,CENCON,0,0.003,8.26,Blue Devils,-5.61,104.8,99.2,339,Central Connecticut State,2021,CENCON,"{'StadiumID': 198, 'Active': True, 'Name': 'William H. Detrick Gymnasium', 'Address': None, 'City': 'New Britain', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2654}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/232.png,0
215,600002042021,101.3,-1.96,99.3,69.3,MVC,Missouri Valley,60000204,ILLST,0,-0.112,2.22,Redbirds,5.15,100.1,105.2,198,Illinois State,2021,ILLST,"{'StadiumID': 34, 'Active': True, 'Name': 'Redbird Arena', 'Address': None, 'City': 'Normal', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 10200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/204.png,0
216,600002082021,97.3,10.86,108.2,69.4,MVC,Missouri Valley,60000208,MSRST,0,0.039,-12.69,Bears,3.57,100.2,103.8,88,Missouri State,2021,MSRST,"{'StadiumID': 63, 'Active': True, 'Name': 'JQH Arena', 'Address': None, 'City': 'Springfield', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 11000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/208.png,0
217,600002312021,103.2,1.15,104.4,73.6,NEC,Northeast,60000231,BRYANT,0,-0.039,4.57,Bulldogs,-7.55,105.8,98.2,174,Bryant,2021,BRYANT,"{'StadiumID': 213, 'Active': True, 'Name': 'Chace Athletic Center', 'Address': None, 'City': 'Smithfield', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 2600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/231.png,0
218,600002382021,103.5,2.21,105.7,66.1,OVC,Ohio Valley,60000238,JAXST,0,0.017,4.28,Gamecocks,-2.77,103.6,100.9,159,Jacksonville State,2021,JSU,"{'StadiumID': 391, 'Active': True, 'Name': 'Pete Mathews Coliseum', 'Address': None, 'City': 'Jacksonville', 'State': 'AL', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/238.png,0
219,600002412021,112.2,-19.26,93.0,67.7,OVC,Ohio Valley,60000241,TMRT,0,0.122,-1.44,Skyhawks,-2.76,103.7,100.9,347,UT Martin,2021,TMRT,"{'StadiumID': 248, 'Active': True, 'Name': 'Skyhawk Arena', 'Address': None, 'City': 'Martin', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 4300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/241.png,0
220,600002072021,96.2,7.01,103.3,67.2,MVC,Missouri Valley,60000207,INDST,0,0.079,9.22,Sycamores,6.32,99.1,105.5,118,Indiana State,2021,INDST,"{'StadiumID': 273, 'Active': True, 'Name': 'Hulman Center', 'Address': None, 'City': 'Terre Haute', 'State': 'IN', 'Zip': None, 'Country': None, 'Capacity': 10200}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/207.png,0
221,600002232021,105.0,-3.17,101.9,65.9,NEC,Northeast,60000223,WAG,0,0.068,19.77,Seahawks,-7.86,105.9,98.0,212,Wagner,2021,WAG,"{'StadiumID': 232, 'Active': True, 'Name': 'Spiro Sports Center', 'Address': None, 'City': 'Staten Island', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/223.png,0
222,600002172021,94.2,14.46,108.6,69.5,MWC,Mountain West,60000217,COLST,0,0.037,1.53,Rams,3.26,100.1,103.4,63,Colorado State,2021,COLST,"{'StadiumID': 155, 'Active': True, 'Name': 'Moby Arena', 'Address': None, 'City': 'Fort Collins', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 8745}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/217.png,0
223,600002292021,102.3,-7.82,94.5,74.0,NEC,Northeast,60000229,LIUB,0,-0.021,-99.0,Sharks,-8.44,106.9,98.5,263,LIU Brooklyn,2021,LIUB,"{'StadiumID': 126, 'Active': True, 'Name': 'Steinberg Wellness Center', 'Address': None, 'City': 'Brooklyn', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 2500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
224,600002022021,97.7,12.98,110.7,67.6,Amer,American Athletic,60000202,WICHST,0,0.121,12.6,Shockers,9.09,96.4,105.4,74,Wichita State,2021,WICHST,"{'StadiumID': 49, 'Active': True, 'Name': 'Charles Koch Arena', 'Address': None, 'City': 'Wichita', 'State': 'KS', 'Zip': None, 'Country': None, 'Capacity': 10506}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
225,600002242021,111.7,-9.93,101.8,71.0,NEC,Northeast,60000224,FAIRDK,0,0.017,3.94,Knights,-5.46,104.5,99.0,290,Fairleigh Dickinson,2021,FDU,"{'StadiumID': 282, 'Active': True, 'Name': 'Rothman Center', 'Address': None, 'City': 'Teaneck', 'State': 'NJ', 'Zip': None, 'Country': None, 'Capacity': 3000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
226,600002202021,88.5,17.94,106.4,68.9,MWC,Mountain West,60000220,UTAHST,0,-0.032,7.49,Aggies,5.13,99.7,104.8,40,Utah State,2021,USU,"{'StadiumID': 138, 'Active': True, 'Name': 'Dee Glen Smith Spectrum', 'Address': None, 'City': 'Logan', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 10270}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/220.png,0
227,600002102021,100.6,3.47,104.1,66.2,MVC,Missouri Valley,60000210,BRADLY,0,-0.086,5.98,Braves,5.61,99.7,105.3,140,Bradley,2021,BRADLY,"{'StadiumID': 149, 'Active': True, 'Name': 'Carver Arena', 'Address': None, 'City': 'Peoria', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 11060}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
228,600002252021,106.5,-10.79,95.7,68.9,NEC,Northeast,60000225,STFPA,0,-0.066,13.06,Red Flash,-4.87,105.0,100.2,302,Saint Francis U,2021,SFU,"{'StadiumID': 125, 'Active': True, 'Name': 'DeGol Arena', 'Address': None, 'City': 'Loretto', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 3500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/225.png,0
229,600002332021,101.0,9.22,110.2,71.1,OVC,Ohio Valley,60000233,BELM,0,0.05,-6.18,Bruins,-5.93,104.6,98.6,104,Belmont,2021,BELM,"{'StadiumID': 169, 'Active': True, 'Name': 'Curb Event Center', 'Address': None, 'City': 'Nashville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 5000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
230,600002422021,107.9,-3.31,104.6,67.1,OVC,Ohio Valley,60000242,AUSP,0,-0.071,-2.01,Governors,-5.47,103.9,98.4,214,Austin Peay,2021,AUSP,"{'StadiumID': 407, 'Active': True, 'Name': 'Winfield Dunn Center', 'Address': None, 'City': 'Clarksville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 7257}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/242.png,0
231,600002392021,107.7,-11.43,96.2,69.2,OVC,Ohio Valley,60000239,EILL,0,-0.004,2.62,Panthers,-3.75,104.4,100.7,309,Eastern Illinois,2021,EILL,"{'StadiumID': 413, 'Active': True, 'Name': 'Lantz Arena', 'Address': None, 'City': 'Charleston', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 5300}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/239.png,0
232,600002132021,101.0,-0.45,100.6,66.1,MWC,Mountain West,60000213,FREST,0,0.065,-99.0,Bulldogs,4.99,99.5,104.5,187,Fresno State,2021,FRESNO,"{'StadiumID': 314, 'Active': True, 'Name': 'Save Mart Center', 'Address': None, 'City': 'Fresno', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 15596}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/213.png,0
233,600002432021,104.5,-8.34,96.2,68.7,OVC,Ohio Valley,60000243,SEMST,0,-0.003,-1.16,Redhawks,-4.65,104.2,99.5,269,Southeast Missouri State,2021,SEMST,"{'StadiumID': 340, 'Active': True, 'Name': 'Show Me Center', 'Address': None, 'City': 'Cape Girardeau', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 7000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/243.png,0
234,600002062021,102.0,1.92,103.9,69.1,MVC,Missouri Valley,60000206,NIOWA,0,-0.022,14.65,Panthers,6.87,98.0,104.9,161,UNI,2021,NIOWA,"{'StadiumID': 397, 'Active': True, 'Name': 'McLeod Center', 'Address': None, 'City': 'Cedar Falls', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/206.png,0
235,600002112021,98.6,16.07,114.6,66.8,MVC,Missouri Valley,60000211,DRAKE,0,0.095,-9.27,Bulldogs,2.18,100.7,102.9,53,Drake,2021,DRAKE,"{'StadiumID': 293, 'Active': True, 'Name': 'The Knapp Center', 'Address': None, 'City': 'Des Moines', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 7152}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/211.png,0
236,600002272021,112.0,-12.77,99.3,66.5,NEC,Northeast,60000227,SACRED,0,0.13,23.0,Pioneers,-6.59,104.9,98.3,317,Sacred Heart,2021,SACRED,"{'StadiumID': 288, 'Active': True, 'Name': 'William H. Pitt Center', 'Address': None, 'City': 'Fairfield', 'State': 'CT', 'Zip': None, 'Country': None, 'Capacity': 2062}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
237,600002152021,94.8,14.99,109.8,69.4,MWC,Mountain West,60000215,BOISE,0,-0.024,14.7,Broncos,4.97,99.9,104.9,60,Boise State,2021,BOISE,"{'StadiumID': 171, 'Active': True, 'Name': 'ExtraMile Arena', 'Address': None, 'City': 'Boise', 'State': 'ID', 'Zip': None, 'Country': None, 'Capacity': 12380}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/215.png,0
238,600002262021,99.7,-3.58,96.1,62.2,NEC,Northeast,60000226,MSTM,0,0.006,11.52,Mountaineers,-6.06,105.5,99.4,219,Mount St. Mary's,2021,MSMU,"{'StadiumID': 249, 'Active': True, 'Name': 'Knott Arena', 'Address': None, 'City': 'Emmitsburg', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 3121}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
239,600002122021,88.8,22.72,111.5,66.1,MWC,Mountain West,60000212,SDST,0,0.018,10.85,Aztecs,6.26,99.4,105.7,20,San Diego State,2021,SDSU,"{'StadiumID': 83, 'Active': True, 'Name': 'Viejas Arena', 'Address': None, 'City': 'San Diego', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 12414}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/212.png,0
240,600002372021,100.5,1.25,101.8,75.1,OVC,Ohio Valley,60000237,EKENT,0,0.085,-8.14,Colonels,-5.41,105.0,99.6,172,Eastern Kentucky,2021,EKENT,"{'StadiumID': 91, 'Active': True, 'Name': 'McBrayer Arena', 'Address': None, 'City': 'Richmond', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/237.png,0
241,600002362021,95.5,5.32,100.9,65.6,OVC,Ohio Valley,60000236,MHST,0,0.152,16.33,Eagles,-1.99,103.4,101.4,128,Morehead State,2021,MHST,"{'StadiumID': 280, 'Active': True, 'Name': 'Ellis T. Johnson Arena', 'Address': None, 'City': 'Morehead', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 6500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
242,600002442021,106.4,-13.04,93.3,68.5,OVC,Ohio Valley,60000244,SIUE,0,0.008,3.21,Cougars,-2.58,103.7,101.1,320,SIUE,2021,SIUE,"{'StadiumID': 51, 'Active': True, 'Name': 'Vadalabene Center', 'Address': None, 'City': 'Edwardsville', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 4000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
243,600002452021,96.0,19.11,115.1,67.2,P12,Pac-12,60000245,ORE,0,0.048,2.73,Ducks,10.06,97.6,107.7,36,Oregon,2021,OREGON,"{'StadiumID': 9, 'Active': True, 'Name': 'Matthew Knight Arena', 'Address': None, 'City': 'Eugene', 'State': 'OR', 'Zip': None, 'Country': None, 'Capacity': 12364}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/245.png,0
244,600002462021,89.9,23.65,113.6,67.3,P12,Pac-12,60000246,USC,0,-0.006,5.03,Trojans,11.13,97.0,108.1,14,USC,2021,USC,"{'StadiumID': 84, 'Active': True, 'Name': 'Galen Center', 'Address': None, 'City': 'Los Angeles', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 10258}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/246.png,0
245,600002482021,98.1,13.11,111.2,67.9,P12,Pac-12,60000248,UTAH,0,-0.077,-6.93,Runnin' Utes,11.09,96.9,108.0,72,Utah,2021,UTAH,"{'StadiumID': 102, 'Active': True, 'Name': 'Jon M. Huntsman Center', 'Address': None, 'City': 'Salt Lake City', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 15000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/248.png,0
246,600002472021,96.7,17.37,114.1,68.0,P12,Pac-12,60000247,ARZ,0,-0.017,-5.55,Wildcats,9.13,97.9,107.0,43,Arizona,2021,ARZ,"{'StadiumID': 94, 'Active': True, 'Name': 'McKale Center', 'Address': None, 'City': 'Tucson', 'State': 'AZ', 'Zip': None, 'Country': None, 'Capacity': 14644}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/247.png,0
247,600002512021,100.0,4.03,104.0,65.1,P12,Pac-12,60000251,CAH,0,-0.067,0.86,Golden Bears,11.18,97.2,108.4,136,California,2021,CAL,"{'StadiumID': 210, 'Active': True, 'Name': 'Haas Pavilion', 'Address': None, 'City': 'Berkeley', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 11877}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/251.png,0
248,600002502021,92.0,23.11,115.1,66.4,P12,Pac-12,60000250,COL,0,-0.033,1.99,Buffaloes,10.78,97.0,107.8,17,Colorado,2021,COL,"{'StadiumID': 205, 'Active': True, 'Name': 'CU Events Center', 'Address': None, 'City': 'Boulder', 'State': 'CO', 'Zip': None, 'Country': None, 'Capacity': 11064}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/250.png,0
249,600002492021,101.5,1.18,102.6,71.3,P12,Pac-12,60000249,WASH,0,-0.061,9.28,Huskies,13.47,96.1,109.5,173,Washington,2021,WASH,"{'StadiumID': 15, 'Active': True, 'Name': 'Alaska Airlines Arena', 'Address': None, 'City': 'Seattle', 'State': 'WA', 'Zip': None, 'Country': None, 'Capacity': 9268}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/249.png,0
250,600002522021,98.4,11.6,110.0,65.4,P12,Pac-12,60000252,OREGST,0,0.075,-6.2,Beavers,11.16,97.4,108.6,85,Oregon State,2021,ORSTU,"{'StadiumID': 70, 'Active': True, 'Name': 'Gill Coliseum', 'Address': None, 'City': 'Corvallis', 'State': 'OR', 'Zip': None, 'Country': None, 'Capacity': 9604}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/252.png,0
251,600002532021,96.8,17.35,114.1,64.7,P12,Pac-12,60000253,UCLA,0,0.024,9.09,Bruins,11.87,96.7,108.6,44,UCLA,2021,UCLA,"{'StadiumID': 109, 'Active': True, 'Name': 'Pauley Pavilion', 'Address': None, 'City': 'Los Angeles', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 13800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/253.png,0
252,600002552021,99.5,7.66,107.2,72.8,P12,Pac-12,60000255,ARZST,0,0.026,8.73,Sun Devils,12.03,96.6,108.7,113,Arizona State,2021,ASU,"{'StadiumID': 137, 'Active': True, 'Name': 'Desert Financial Arena (AZ)', 'Address': None, 'City': 'Tempe', 'State': 'AZ', 'Zip': None, 'Country': None, 'Capacity': 14198}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/255.png,0
253,600002562021,92.4,8.79,101.1,67.9,P12,Pac-12,60000256,WASHST,0,-0.01,-10.19,Cougars,7.8,98.8,106.6,107,Washington State,2021,WSU,"{'StadiumID': 182, 'Active': True, 'Name': 'Friel Court', 'Address': None, 'City': 'Pullman', 'State': 'WA', 'Zip': None, 'Country': None, 'Capacity': 12058}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/256.png,0
254,600002542021,93.1,11.69,104.8,69.5,P12,Pac-12,60000254,STAN,0,0.022,9.31,Cardinal,12.52,96.5,109.0,83,Stanford,2021,STAN,"{'StadiumID': 79, 'Active': True, 'Name': 'Maples Pavilion', 'Address': None, 'City': 'Stanford', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 7233}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/254.png,0
255,600002662021,110.8,-7.02,103.8,68.9,Pat,Patriot League,60000266,LAFAY,0,0.062,-99.0,Leopards,-8.57,105.1,96.5,257,Lafayette,2021,LAFAY,"{'StadiumID': 302, 'Active': True, 'Name': 'Kirby Sports Center', 'Address': None, 'City': 'Easton', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 2453}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/266.png,0
256,600002592021,107.8,-6.61,101.2,65.9,Pat,Patriot League,60000259,BOSTU,0,0.008,-99.0,Terriers,-1.67,104.3,102.6,253,Boston University,2021,BU,"{'StadiumID': 122, 'Active': True, 'Name': 'Case Gym', 'Address': None, 'City': 'Boston', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 1800}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
257,600002622021,100.6,-2.91,97.7,68.7,Pat,Patriot League,60000262,LOYMD,0,-0.19,-99.0,Greyhounds,-4.09,106.0,101.9,210,Loyola Maryland,2021,LOYMD,"{'StadiumID': 181, 'Active': True, 'Name': 'Reitz Arena', 'Address': None, 'City': 'Baltimore', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 2100}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
258,600002722021,98.4,10.11,108.5,73.5,SEC,Southeastern,60000272,GA,0,0.048,-6.68,Bulldogs,11.94,95.5,107.5,93,Georgia,2021,UGA,"{'StadiumID': 134, 'Active': True, 'Name': 'Stegeman Coliseum', 'Address': None, 'City': 'Athens', 'State': 'GA', 'Zip': None, 'Country': None, 'Capacity': 10523}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/272.png,0
259,600002712021,92.7,18.98,111.7,68.7,SEC,Southeastern,60000271,FL,0,0.003,8.64,Gators,14.62,95.1,109.7,37,Florida,2021,UFL,"{'StadiumID': 119, 'Active': True, 'Name': 'Exactech Arena', 'Address': None, 'City': 'Gainesville', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 10151}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/271.png,0
260,600002602021,107.8,-15.32,92.5,70.3,Pat,Patriot League,60000260,LEHI,0,0.063,-99.0,Mountain Hawks,-5.56,106.5,100.9,333,Lehigh,2021,LEHIGH,"{'StadiumID': 196, 'Active': True, 'Name': 'Stabler Arena', 'Address': None, 'City': 'Bethlehem', 'State': 'PA', 'Zip': None, 'Country': None, 'Capacity': 5600}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/260.png,0
261,600002702021,98.1,4.32,102.4,64.6,SEC,Southeastern,60000270,TXAM,0,0.018,-6.36,Aggies,8.44,98.1,106.5,134,Texas A&M,2021,TXAM,"{'StadiumID': 95, 'Active': True, 'Name': 'Reed Arena', 'Address': None, 'City': 'College Station', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 12989}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/270.png,0
262,600002582021,102.4,2.23,104.7,66.3,Pat,Patriot League,60000258,NAVY,0,0.179,8.07,Midshipmen,-4.93,103.1,98.1,158,Navy,2021,NAVY,"{'StadiumID': 113, 'Active': True, 'Name': 'Alumni Hall (Navy)', 'Address': None, 'City': 'Annapolis', 'State': 'MD', 'Zip': None, 'Country': None, 'Capacity': 5710}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/258.png,0
263,600002642021,108.4,-10.25,98.1,69.5,Pat,Patriot League,60000264,HOLY,0,-0.047,-99.0,Crusaders,-1.98,104.1,102.1,295,Holy Cross,2021,HOLY,"{'StadiumID': 39, 'Active': True, 'Name': 'Hart Center', 'Address': None, 'City': 'Worcester', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 3536}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/264.png,0
264,600002652021,105.0,-7.68,97.3,67.8,Pat,Patriot League,60000265,AMERCN,0,0.065,-99.0,Eagles,-1.21,102.2,101.0,261,American University,2021,AMERCN,"{'StadiumID': 321, 'Active': True, 'Name': 'Bender Arena', 'Address': None, 'City': 'Washington', 'State': 'DC', 'Zip': None, 'Country': None, 'Capacity': 3084}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/0.png,0
265,600002612021,99.9,11.65,111.6,72.5,Pat,Patriot League,60000261,COLG,0,0.05,-99.0,Raiders,-6.6,105.7,99.1,84,Colgate,2021,COLGATE,"{'StadiumID': 120, 'Active': True, 'Name': 'Cotterell Court', 'Address': None, 'City': 'Hamilton', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 1782}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/261.png,0
266,600002672021,98.0,6.35,104.4,74.9,SEC,Southeastern,60000267,SC,0,-0.055,8.39,Gamecocks,14.96,94.3,109.3,122,South Carolina,2021,SC,"{'StadiumID': 33, 'Active': True, 'Name': 'Colonial Life Arena', 'Address': None, 'City': 'Columbia', 'State': 'SC', 'Zip': None, 'Country': None, 'Capacity': 18000}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/267.png,0
267,600002682021,92.2,16.66,108.9,68.4,SEC,Southeastern,60000268,UK,0,-0.148,15.65,Wildcats,16.72,93.7,110.4,49,Kentucky,2021,UK,"{'StadiumID': 103, 'Active': True, 'Name': 'Rupp Arena', 'Address': None, 'City': 'Lexington', 'State': 'KY', 'Zip': None, 'Country': None, 'Capacity': 20500}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/268.png,0
268,600002632021,100.2,-0.84,99.4,68.4,Pat,Patriot League,60000263,ARMY,0,0.048,3.27,Black Knights,-0.91,104.0,103.1,189,Army West Point,2021,ARMY,"{'StadiumID': 305, 'Active': True, 'Name': 'Christl Arena', 'Address': None, 'City': 'West Point', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 5043}",https://s3-us-west-2.amazonaws.com/static.fantasydata.com/logos/ncaa/263.png,0
